1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th
384274798,594381529,441576318,557537370,437617450,580821539,445940999,450179029,584187755,514693007,445941282,458902430,458902430
1531801305,1531787977,1531787977,1531801122,1531787977,1531801305,1531801305,1531801122,1531801305,1531787589,1531787589,1531787977,1531787977
1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193891,1547193891
1547195869,1547196222,1547196877,1547195869,1547196877,1547195351,1547195351,1547196222,1547195351,1547196701,1547195869,1547196222,1547196222
1547195605,1547196222,1547195869,1547196222,1547195605,1547195351,1547196701,1547196877,1547195605,1547196877,1547195869,1547195351,1547195351
1547429909,1547430644,1547428994,1547430644,1547431139,1547428994,1547429292,1547430147,1547427506,1547430147,1547427506,1547430644,1547430644
1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062
1547018010,1547018010,1547014411,1547014411,1547017446,1547018010,1547017446,1547017446,1547014411,1547018010,1547014411,1547018010,1547018010
1531801122,1531801122,1531787977,1531801305,1531801305,1531787977,1531787589,1531787977,1531801305,1531787589,1531787977,1531801305,1531801305
368671321,519598479,413821121,478691892,333293249,557537073,557537073,481389782,557537073,448272592,594380794,290170347,290170347
1531787589,1531787589,1531801122,1531787589,1531801305,1531801122,1531787589,1531801122,1531787977,1531801305,1531801122,1531801305,1531801305
1531801305,1531787977,1531801122,1531787977,1531801122,1531787589,1531801305,1531787977,1531787977,1531801305,1531787589,1531787589,1531787589
1547195869,1547196877,1547195869,1547196877,1547195605,1547195869,1547195351,1547196877,1547195869,1547196877,1547195605,1547196877,1547196877
1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062
557540418,436652074,413821382,377354587,377316373,566560535,446108535,258869751,514693284,264162202,481389784,388142164,388142164
1547196222,1547195869,1547195869,1547196877,1547195351,1547195351,1547196222,1547195351,1547195869,1547195869,1547195351,1547196877,1547196877
443624884,481389728,445940670,469978842,264162202,456098920,456099011,548680092,481388565,1547177293,315392752,460931821,460931821
442595824,587632078,469977349,442359119,504801506,481389799,584189001,504801451,557540592,442093221,540640869,445940670,445940670
1531787977,1531787977,1531787589,1531787977,1531801305,1531787977,1531801305,1531787589,1531801122,1531787977,1531801305,1531801305,1531801305
1547431139,1547431139,1547429292,1547427506,1547429909,1547429292,1547429909,1547429909,1547430147,1547430644,1547427506,1547430644,1547430644
1547430644,1547427506,1547429909,1547427506,1547430644,1547427506,1547431139,1547428994,1547429292,1547429292,1547430644,1547427506,1547427506
1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512
1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062
1547192512,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062
1531787977,1531801305,1531801305,1531801305,1531787589,1531787977,1531787589,1531787589,1531787977,1531787589,1531801305,1531801122,1531801122
1531787589,1531787977,1531801122,1531787589,1531787589,1531787589,1531787589,1531801122,1531801122,1531787589,1531787977,1531787589,1531787589
1543286600,1543286640,1543284750,1543285418,1543286117,1543286718,1543284750,1543286640,1543286062,1543286640,1543284750,1543286640,1543286640
1547196877,1547196701,1547196701,1547196877,1547196701,1547196701,1547196222,1547195351,1547195605,1547196877,1547195351,1547196701,1547196701
272102890,324361934,594381371,445941014,514692884,378710366,445941287,307998406,557537073,445940938,557536457,558093399,558093399
1547430644,1547427506,1547430147,1547429292,1547428994,1547429909,1547429292,1547429292,1547428994,1547430644,1547430147,1547431139,1547431139
1547018010,1547017446,1547017446,1547014411,1547014411,1547014411,1547014411,1547018010,1547018010,1547014411,1547017446,1547014411,1547014411
1547427506,1547428994,1547431139,1547430147,1547430147,1547429909,1547430147,1547431139,1547430147,1547429909,1547430644,1547430644,1547430644
1547195351,1547195351,1547196222,1547195869,1547195605,1547195351,1547195869,1547195869,1547196877,1547196701,1547196701,1547195869,1547195869
481389604,450178945,307998406,397457112,587473888,126728362,441575980,594381335,584187892,557537073,400846333,504903707,504903707
557540605,510507985,514693126,587473492,388142161,188864056,587614904,557532959,587631842,587473342,324370548,368671158,368671158
1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891
1547173768,383082203,377349065,445939590,557537073,504912736,315393713,324368599,504915071,510308383,413822670,557537073,557537073
355693865,519598479,256895208,557530966,443350791,377352265,510508452,383038822,557537073,205494903,493855152,1547018878,1547018878
1547014411,1547018010,1547014411,1547017446,1547014411,1547017446,1547018010,1547014411,1547014411,1547014411,1547018010,1547017446,1547017446
1543286062,1543286117,1543286600,1543284750,1543285418,1543286600,1543284750,1543286718,1543286600,1543286600,1543284750,1543286117,1543286117
1547195605,1547195869,1547196222,1547195351,1547195605,1547196222,1547195869,1547196222,1547196222,1547195605,1547195869,1547195869,1547195869
519855689,557532128,442093370,256913027,587630659,413823388,504804081,587631904,437495510,324362040,557537073,514693085,514693085
484050500,258869102,557537073,482461765,377354587,510508050,587630579,469978382,1543286640,481388200,584187393,557533379,557533379
1547193891,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891
1547195605,1547195605,1547195605,1547196877,1547196222,1547196877,1547196222,1547195351,1547196701,1547196877,1547196701,1547195869,1547195869
1547017446,1547014411,1547018010,1547017446,1547014411,1547018010,1547017446,1547014411,1547014411,1547017446,1547018010,1547014411,1547014411
460931821,445938895,557540635,290792612,481389775,413820282,443624242,584188982,557537073,519599350,441649237,194101910,194101910
1531801122,1531787977,1531801122,1531787589,1531787589,1531801122,1531787977,1531801305,1531787589,1531801305,1531787589,1531787977,1531787977
1547428994,1547429909,1547431139,1547430147,1547430644,1547430644,1547427506,1547431139,1547428994,1547430147,1547430644,1547428994,1547428994
1547196701,1547195351,1547195869,1547195351,1547196222,1547196877,1547196701,1547195605,1547196877,1547196877,1547195869,1547195605,1547195605
1547430147,1547429909,1547429292,1547431139,1547431139,1547427506,1547431139,1547431139,1547430644,1547430147,1547430147,1547428994,1547428994
1547196701,1547195605,1547196701,1547195351,1547195869,1547195869,1547196222,1547196701,1547195605,1547196877,1547196222,1547196701,1547196701
481389427,476117141,437618155,458902430,445940079,481211916,383084574,481389604,377359852,256882674,504846296,290789717,290789717
445936200,456099481,413823388,188862738,437617377,481208640,557532603,481208454,307998406,510308132,445940998,557537073,557537073
456099192,445936865,324362417,566560535,441649127,443624884,457628592,1547018652,587473553,481387509,504804762,587631917,587631917
1547018010,1547017446,1547017446,1547018010,1547014411,1547017446,1547017446,1547014411,1547018010,1547018010,1547017446,1547017446,1547017446
1543285418,1543286062,1543286600,1543286718,1543286600,1543286600,1543285418,1543286640,1543285418,1543286718,1543286062,1543285418,1543285418
1531787977,1531787589,1531801122,1531787589,1531787977,1531801122,1531801305,1531787977,1531801122,1531787977,1531787977,1531801305,1531801305
1547193151,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891
1543284750,1543285418,1543284750,1543286640,1543286117,1543286718,1543286117,1543285418,1543284750,1543286718,1543286640,1543286640,1543286640
481211595,445939995,481389806,557540049,559475304,504912243,324368567,413821533,441649127,368522909,1543286640,445822651,445822651
1547430644,1547431139,1547431139,1547430147,1547427506,1547429909,1547429909,1547429909,1547430644,1547429909,1547427506,1547429292,1547429292
1547014411,1547018010,1547018010,1547017446,1547017446,1547017446,1547017446,1547014411,1547017446,1547014411,1547017446,1547018010,1547018010
1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151
1543286117,1543286640,1543286718,1543286600,1543286062,1543286117,1543286718,1543286062,1543286640,1543284750,1543286117,1543286117,1543286117
1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512
1547196701,1547196877,1547196701,1547196701,1547195605,1547195869,1547195605,1547196222,1547196701,1547195351,1547196701,1547195605,1547195605
1531801122,1531787589,1531801122,1531787977,1531787589,1531787589,1531787589,1531801122,1531801122,1531787589,1531787589,1531787977,1531787977
1543286600,1543285418,1543285418,1543285418,1543286117,1543284750,1543284750,1543284750,1543286640,1543286640,1543286640,1543286718,1543286718
1547430147,1547430147,1547427506,1547428994,1547429909,1547429909,1547428994,1547431139,1547429909,1547428994,1547430147,1547431139,1547431139
1547430147,1547431139,1547429909,1547429909,1547428994,1547429909,1547430644,1547428994,1547430644,1547429292,1547427506,1547430147,1547430147
1547195869,1547195869,1547196701,1547196222,1547195351,1547195605,1547195605,1547196222,1547195605,1547195605,1547196701,1547195605,1547195605
1547193891,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151
1547430147,1547430644,1547430644,1547427506,1547430147,1547430644,1547429909,1547428994,1547427506,1547429292,1547431139,1547429292,1547429292
1547429292,1547428994,1547427506,1547430147,1547429292,1547430147,1547427506,1547429909,1547431139,1547431139,1547430644,1547430147,1547430147
1547196222,1547196701,1547195869,1547195869,1547196877,1547196222,1547195869,1547195605,1547196701,1547196222,1547196877,1547196701,1547196701
1543286640,1543286718,1543285418,1543286117,1543286117,1543286600,1543286062,1543284750,1543285418,1543284750,1543286117,1543286600,1543286600
1547431139,1547429909,1547430147,1547431139,1547429909,1547431139,1547430644,1547429909,1547430644,1547428994,1547429292,1547429292,1547429292
1543286640,1543286062,1543285418,1543286718,1543284750,1543286718,1543286117,1543285418,1543286640,1543286718,1543285418,1543286718,1543286718
1547428994,1547429292,1547429292,1547428994,1547428994,1547429292,1547428994,1547431139,1547431139,1547431139,1547428994,1547429292,1547429292
584188519,413823233,188857358,481389628,384274798,445941114,514692884,307998406,558093399,450179029,384274798,315393724,315393724
1547196222,1547196877,1547196877,1547196701,1547196701,1547195869,1547195869,1547196877,1547195605,1547196701,1547196877,1547195869,1547195869
1543286117,1543286600,1543286117,1543285418,1543286062,1543286600,1543286600,1543285418,1543286117,1543285418,1543286062,1543284750,1543284750
1547014411,1547014411,1547018010,1547014411,1547017446,1547018010,1547014411,1547018010,1547018010,1547018010,1547018010,1547018010,1547018010
1547196701,1547195605,1547195605,1547195869,1547196877,1547195351,1547195869,1547195869,1547195869,1547195351,1547196877,1547196222,1547196222
584187526,469978997,454771044,442094110,443624242,469978539,272105375,437495075,349010034,377352451,481385745,557538782,557538782
1531787589,1531787589,1531787589,1531801122,1531787977,1531801305,1531787589,1531787589,1531787977,1531787589,1531787589,1531787589,1531787589
561470571,445940061,504804081,557537073,510164596,442093126,256882607,397457108,188862738,445940079,504807317,450179029,450179029
1547193062,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512
1547195869,1547195351,1547195605,1547196222,1547195869,1547195605,1547196222,1547195351,1547196222,1547195869,1547195351,1547195869,1547195869
1547430147,1547431139,1547429909,1547427506,1547429909,1547430644,1547428994,1547429292,1547429909,1547428994,1547429909,1547429909,1547429909
574209748,504899715,315395618,510509660,437618013,594201269,437616011,256895208,448965701,445749633,368671352,324369419,324369419
1547196222,1547195869,1547195351,1547196222,1547196701,1547196877,1547195869,1547195869,1547196877,1547195351,1547195351,1547196701,1547196701
1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151
557537662,317116218,481897605,377353781,307995689,256898268,452705644,594381011,445935492,438056814,256895428,188843204,188843204
1547014411,1547017446,1547018010,1547014411,1547018010,1547014411,1547017446,1547018010,1547017446,1547018010,1547017446,1547014411,1547014411
557538330,469978713,557538103,324372439,290170347,594380815,368671352,413778693,377348171,557537073,514692884,441649237,441649237
377352920,442092954,377316160,557537073,557537073,557532128,256905539,584189017,514693085,584187947,514692884,168931505,168931505
1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151
1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193891,1547193151,1547193891,1547193151,1547193151
1531787589,1531801122,1531801305,1531787977,1531801305,1531787977,1531787589,1531801122,1531801122,1531801305,1531787589,1531801305,1531801305
1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062
454771002,557531770,484050500,383039977,445935366,504795948,365731711,587630690,413821382,377354713,188862738,188852692,188852692
1547195869,1547195605,1547195605,1547195605,1547195869,1547195869,1547196877,1547195351,1547195605,1547196222,1547195605,1547195351,1547195351
1531787589,1531801305,1531787589,1531801305,1531787589,1531787977,1531801305,1531787977,1531801305,1531801122,1531801122,1531801122,1531801122
1547428994,1547429292,1547429292,1547431139,1547428994,1547430644,1547430644,1547431139,1547428994,1547431139,1547431139,1547429292,1547429292
1547018652,377352204,557530727,315394810,481389637,469978382,382972583,485922701,587631834,256895208,519598275,445940744,445940744
400846333,441575980,514692884,168931505,307998406,377346996,493855114,188862738,377351070,307998406,510507775,384274798,384274798
481897605,504807925,188862738,504799593,348489805,587631875,397457109,510507775,481389604,126728362,256914298,481900003,481900003
1547018010,1547014411,1547017446,1547018010,1547014411,1547014411,1547014411,1547014411,1547018010,1547017446,1547018010,1547018010,1547018010
1547430644,1547427506,1547431139,1547431139,1547428994,1547428994,1547430644,1547430644,1547428994,1547430147,1547431139,1547428994,1547428994
1547196222,1547196877,1547196701,1547196877,1547196222,1547196877,1547196701,1547195351,1547196877,1547195869,1547195351,1547195869,1547195869
1547193891,1547193891,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193151,1547193151
1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512
1531801122,1531801305,1531801305,1531801122,1531787589,1531801305,1531801122,1531801305,1531801122,1531787589,1531787589,1531801122,1531801122
1547018010,1547018010,1547018010,1547018010,1547014411,1547018010,1547017446,1547014411,1547017446,1547018010,1547018010,1547018010,1547018010
1531787977,1531787977,1531787589,1531787977,1531801305,1531801122,1531801122,1531801305,1531787977,1531801122,1531787589,1531787977,1531787977
1547014411,1547017446,1547017446,1547017446,1547018010,1547018010,1547014411,1547017446,1547014411,1547014411,1547017446,1547014411,1547014411
1531801122,1531801305,1531787589,1531787977,1531787589,1531801122,1531801305,1531801122,1531787589,1531787589,1531801122,1531787589,1531787589
1531787589,1531787589,1531801305,1531801305,1531787589,1531801122,1531801305,1531787589,1531787977,1531801305,1531801305,1531787977,1531787977
349009462,383039977,557533379,1543286640,557539174,590644804,557533379,448272626,315394810,349010034,481388314,377355363,377355363
1547017446,1547018010,1547018010,1547017446,1547017446,1547017446,1547017446,1547014411,1547017446,1547017446,1547017446,1547017446,1547017446
1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062
1543286117,1543285418,1543284750,1543284750,1543286117,1543286600,1543286062,1543286718,1543286062,1543284750,1543284750,1543286640,1543286640
1531787589,1531787977,1531787977,1531787977,1531801122,1531801122,1531787977,1531787977,1531787589,1531801305,1531787977,1531787977,1531787977
1547430147,1547428994,1547429909,1547430147,1547427506,1547429909,1547429909,1547428994,1547430644,1547429909,1547429292,1547430644,1547430644
1531787589,1531801305,1531801305,1531801305,1531787977,1531787977,1531787589,1531787589,1531801305,1531801305,1531787589,1531787589,1531787589
1547192512,1547192512,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512
1531801305,1531787589,1531801305,1531787977,1531801305,1531787977,1531787977,1531787977,1531787977,1531801305,1531801305,1531787977,1531787977
1547193891,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891
1547195605,1547195605,1547196222,1547195869,1547196701,1547196701,1547195869,1547195869,1547195605,1547196222,1547196222,1547195605,1547195605
1543285418,1543286062,1543284750,1543284750,1543286640,1543286718,1543285418,1543286062,1543286062,1543284750,1543286600,1543286062,1543286062
445940028,383913603,448965701,510508050,437497156,519598479,590439232,584187892,469978440,383082206,504915244,481388111,481388111
1543286062,1543286718,1543286117,1543284750,1543286062,1543286062,1543286640,1543286718,1543286640,1543285418,1543286062,1543286640,1543286640
413820142,565930788,587630579,376161266,443350786,510509438,383083902,481389799,510308383,526531283,315865506,481389728,481389728
1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512
587631868,594381511,384274798,188862738,557529720,315393787,307998406,442093582,456099320,188862738,481210259,445940040,445940040
1531801122,1531787589,1531787589,1531801305,1531801122,1531801122,1531787977,1531787977,1531801305,1531801122,1531801305,1531801305,1531801305
1531801122,1531787589,1531787589,1531787589,1531787977,1531787977,1531801122,1531787589,1531801122,1531787589,1531787589,1531787589,1531787589
1531787589,1531787977,1531787589,1531787589,1531787589,1531787977,1531801305,1531801305,1531801305,1531801122,1531801122,1531801122,1531801122
315394600,504914326,504804140,384274798,445941282,481389604,384274798,256895428,441576111,256896673,307998406,445940040,445940040
1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062
1547014411,1547014411,1547014411,1547017446,1547018010,1547017446,1547017446,1547017446,1547017446,1547014411,1547014411,1547014411,1547014411
1547195605,1547195869,1547195869,1547195351,1547195351,1547195351,1547196222,1547196222,1547195351,1547196222,1547196222,1547195605,1547195605
1531801122,1531801122,1531787589,1531801122,1531787977,1531787977,1531801305,1531787977,1531801122,1531801305,1531801305,1531787977,1531787977
1547430147,1547428994,1547430644,1547431139,1547429292,1547430644,1547431139,1547430147,1547430644,1547427506,1547430147,1547428994,1547428994
1531801122,1531801122,1531787589,1531787977,1531787977,1531787589,1531787589,1531787977,1531801122,1531787977,1531801122,1531801122,1531801122
1547195605,1547196222,1547195605,1547195605,1547196701,1547195869,1547196222,1547195605,1547195605,1547196701,1547195351,1547196877,1547196877
1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547193062
1547196701,1547196222,1547196701,1547196701,1547195351,1547195351,1547196701,1547195869,1547195605,1547195351,1547195351,1547196877,1547196877
1547195869,1547195605,1547196701,1547196877,1547195605,1547195605,1547195605,1547196877,1547196701,1547195869,1547195869,1547195605,1547195605
1547195351,1547196701,1547196701,1547195351,1547195605,1547195869,1547195869,1547195351,1547196222,1547195869,1547195605,1547195605,1547195605
1543286062,1543284750,1543286062,1543286718,1543286718,1543286117,1543286640,1543285418,1543286117,1543286117,1543286600,1543286062,1543286062
272103586,1543286640,272101450,584299938,590644804,557537073,1543286640,445940670,509511309,256890686,187679247,1543286640,1543286640
1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891
1543285418,1543286600,1543284750,1543285418,1543285418,1543286718,1543285418,1543284750,1543286640,1543286062,1543286062,1543285418,1543285418
1531801122,1531801305,1531787589,1531801305,1531801305,1531787589,1531801305,1531801122,1531801305,1531801305,1531801122,1531787589,1531787589
1547427506,1547431139,1547430644,1547430147,1547430147,1547428994,1547430147,1547429292,1547430147,1547428994,1547428994,1547430147,1547430147
1547195351,1547196222,1547196877,1547195351,1547196222,1547196877,1547196701,1547195605,1547195351,1547195351,1547196877,1547196222,1547196222
1547195351,1547195869,1547195351,1547196222,1547195869,1547195605,1547195351,1547196701,1547196877,1547196877,1547195351,1547196701,1547196701
1543286117,1543286600,1543286117,1543285418,1543286640,1543286117,1543286062,1543286718,1543286640,1543286640,1543286718,1543285418,1543285418
587630992,469978540,307998406,413778739,481209937,481213642,561470571,460931825,557537073,514692884,445938471,188862738,188862738
1531801122,1531801122,1531801122,1531787589,1531787589,1531801122,1531787977,1531801122,1531787977,1531801305,1531801122,1531787589,1531787589
1547018010,1547014411,1547018010,1547018010,1547017446,1547017446,1547018010,1547014411,1547014411,1547018010,1547018010,1547018010,1547018010
1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151
1531787977,1531787977,1531787589,1531787977,1531801122,1531787589,1531801122,1531801305,1531801122,1531801122,1531787589,1531787589,1531787589
1531787977,1531787589,1531787589,1531801122,1531787589,1531787977,1531801305,1531787977,1531787589,1531801122,1531801305,1531801122,1531801122
1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512
1547195869,1547196222,1547196222,1547195351,1547195869,1547196222,1547195351,1547196701,1547196222,1547195605,1547196877,1547196877,1547196877
413779384,247719490,557532861,504914272,272104474,437497147,557537073,481388029,307996837,355693865,504901560,557531954,557531954
1531787589,1531801305,1531787977,1531787589,1531801305,1531787589,1531801305,1531801122,1531787977,1531801305,1531801122,1531801305,1531801305
1531801305,1531801122,1531801122,1531801305,1531787589,1531787977,1531787977,1531787977,1531801122,1531801305,1531801122,1531801122,1531801122
1531787977,1531801305,1531801305,1531801305,1531787589,1531801122,1531787977,1531787589,1531801122,1531787589,1531787977,1531787589,1531787589
1543286600,1543285418,1543286117,1543286600,1543285418,1543286600,1543285418,1543286600,1543286718,1543286062,1543286718,1543286718,1543286718
1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512
1547430147,1547430644,1547427506,1547430644,1547429909,1547429292,1547429292,1547429292,1547431139,1547429909,1547430147,1547429909,1547429909
1547014411,1547018010,1547014411,1547017446,1547017446,1547018010,1547018010,1547014411,1547014411,1547017446,1547018010,1547014411,1547014411
504800601,451084980,441576011,324362743,557154921,413778739,510508295,256882618,437496042,384274798,377352821,445940080,445940080
1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891
1547430147,1547427506,1547427506,1547430644,1547429909,1547430147,1547429292,1547431139,1547430644,1547431139,1547430147,1547429909,1547429909
1543285418,1543286600,1543286640,1543286600,1543286600,1543286117,1543284750,1543285418,1543286600,1543286062,1543286062,1543286117,1543286117
448272626,1547172179,594380753,442359098,587630579,469979074,1547018068,357646651,382972858,557154751,520003970,1543286640,1543286640
397457108,377315617,587473949,442093370,413826401,437498604,557154921,445941282,307998406,450179029,481389631,447293452,447293452
1547014411,1547014411,1547014411,1547017446,1547017446,1547018010,1547014411,1547014411,1547014411,1547017446,1547014411,1547014411,1547014411
1547428994,1547430147,1547427506,1547431139,1547427506,1547430147,1547430644,1547429292,1547429292,1547430147,1547430644,1547429909,1547429909
557537073,584187755,519598756,445940038,445940920,557532330,445938280,481389628,510507775,445940040,383082254,504797716,504797716
1547196222,1547195869,1547195869,1547195869,1547195869,1547196222,1547196222,1547196222,1547195869,1547196877,1547196222,1547196222,1547196222
1547196701,1547196701,1547195605,1547196877,1547196877,1547195351,1547195351,1547196701,1547195869,1547196701,1547196701,1547195605,1547195605
1547018010,1547018010,1547014411,1547014411,1547017446,1547018010,1547018010,1547017446,1547014411,1547017446,1547014411,1547014411,1547014411
441576251,445936090,584187947,481208640,504797716,437495533,481387052,384274798,397457141,256921783,469978921,594381391,594381391
1547428994,1547430147,1547430147,1547430644,1547428994,1547431139,1547429292,1547430644,1547428994,1547428994,1547428994,1547429909,1547429909
1547196701,1547195351,1547195869,1547195605,1547195351,1547195351,1547195605,1547196222,1547195351,1547195351,1547196877,1547196877,1547196877
1543286117,1543284750,1543286640,1543286117,1543286600,1543284750,1543284750,1543286640,1543286600,1543284750,1543286640,1543284750,1543284750
1547018010,1547018010,1547017446,1547017446,1547017446,1547017446,1547018010,1547014411,1547014411,1547018010,1547018010,1547018010,1547018010
1547196701,1547195351,1547195351,1547195605,1547195869,1547195351,1547195869,1547195605,1547195869,1547196701,1547196877,1547196222,1547196222
1547429909,1547431139,1547427506,1547428994,1547429292,1547427506,1547431139,1547427506,1547427506,1547429292,1547429292,1547429292,1547429292
1547018010,1547018010,1547018010,1547017446,1547018010,1547017446,1547017446,1547017446,1547018010,1547017446,1547014411,1547017446,1547017446
1547195869,1547196877,1547195869,1547195605,1547196877,1547195605,1547195869,1547195869,1547195351,1547196222,1547196701,1547196877,1547196877
1547193891,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891
1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062
1547430644,1547428994,1547431139,1547430147,1547428994,1547429292,1547427506,1547428994,1547430147,1547428994,1547429292,1547428994,1547428994
1531801305,1531787589,1531787977,1531801305,1531801305,1531787589,1531801305,1531801305,1531801305,1531787977,1531787977,1531801122,1531801122
469978459,590439031,445941114,377353114,587473611,324361934,188848272,557535390,460931825,307998406,188862738,557537073,557537073
1543286718,1543286718,1543286718,1543286117,1543286117,1543284750,1543285418,1543286718,1543286640,1543286062,1543286117,1543285418,1543285418
1547195869,1547196222,1547196222,1547196222,1547195605,1547195869,1547196701,1547195351,1547196877,1547195351,1547196222,1547195605,1547195605
1547017446,1547017446,1547018010,1547017446,1547017446,1547018010,1547017446,1547017446,1547017446,1547014411,1547017446,1547018010,1547018010
442092751,445934370,413820142,188862738,557537073,557531528,443623209,557531982,481283173,445749633,557540049,520004412,520004412
1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062
1547195869,1547195351,1547196877,1547196701,1547195351,1547195869,1547195605,1547195351,1547196701,1547195869,1547195869,1547195605,1547195605
1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891
1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512
1547431139,1547428994,1547429292,1547430147,1547427506,1547427506,1547430644,1547431139,1547428994,1547428994,1547430147,1547429909,1547429909
1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512,1547192512
1547017446,1547017446,1547017446,1547014411,1547017446,1547014411,1547014411,1547014411,1547017446,1547017446,1547018010,1547018010,1547018010
1543286600,1543284750,1543286117,1543286718,1543284750,1543286600,1543286718,1543285418,1543284750,1543286062,1543286600,1543285418,1543285418
1531787589,1531787977,1531801305,1531801305,1531787589,1531801122,1531787589,1531787589,1531801122,1531801122,1531801305,1531787977,1531787977
1547193891,1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193891
1543286062,1543286640,1543284750,1543286640,1543286640,1543286117,1543286600,1543284750,1543284750,1543285418,1543286117,1543285418,1543285418
1543286600,1543286718,1543286640,1543286117,1543286640,1543286640,1543286117,1543286600,1543284750,1543286117,1543286117,1543286117,1543286117
557537234,584187755,307998406,445940982,222584378,437617175,377353282,384274798,451087524,383084574,413823233,460931825,460931825
1547196877,1547195605,1547196222,1547196701,1547195351,1547195605,1547196701,1547196222,1547195351,1547196701,1547196877,1547195869,1547195869
1531787589,1531787589,1531787977,1531787589,1531787589,1531787977,1531801122,1531787589,1531787589,1531787977,1531801305,1531801122,1531801122
1547195869,1547195605,1547195351,1547196701,1547196701,1547195351,1547196222,1547195351,1547196877,1547195351,1547196877,1547195869,1547195869
